sample_id,caption,label_a,label_a_name,label_b,label_b_name,split
28933,A blue bathroom has an updated sink and toilet.,1,AI-Generated,1,SD21,train
28934,A blue bathroom has an updated sink and toilet.,1,AI-Generated,2,SDXL,train
28935,A blue bathroom has an updated sink and toilet.,1,AI-Generated,3,SD3,train
28936,A blue bathroom has an updated sink and toilet.,1,AI-Generated,4,DALLE3,train
28937,A blue bathroom has an updated sink and toilet.,1,AI-Generated,5,Midjourney,train
28938,A train cake sitting on top of a metal shelf.,0,Real,0,Real,train
28939,A train cake sitting on top of a metal shelf.,1,AI-Generated,1,SD21,train
28940,A train cake sitting on top of a metal shelf.,1,AI-Generated,2,SDXL,train
28941,A train cake sitting on top of a metal shelf.,1,AI-Generated,3,SD3,train
28942,A train cake sitting on top of a metal shelf.,1,AI-Generated,4,DALLE3,train
28943,A train cake sitting on top of a metal shelf.,1,AI-Generated,5,Midjourney,train
28944,A giraffe is walking in a grassy field as a cow is laying down.,0,Real,0,Real,train
28945,A giraffe is walking in a grassy field as a cow is laying down.,1,AI-Generated,1,SD21,train
28946,A giraffe is walking in a grassy field as a cow is laying down.,1,AI-Generated,2,SDXL,train
28947,A giraffe is walking in a grassy field as a cow is laying down.,1,AI-Generated,3,SD3,train
28948,A giraffe is walking in a grassy field as a cow is laying down.,1,AI-Generated,4,DALLE3,train
28949,A giraffe is walking in a grassy field as a cow is laying down.,1,AI-Generated,5,Midjourney,train
28950,A small plane is taking off from a grassy field.,0,Real,0,Real,train
28951,A small plane is taking off from a grassy field.,1,AI-Generated,1,SD21,train
28952,A small plane is taking off from a grassy field.,1,AI-Generated,2,SDXL,train
28953,A small plane is taking off from a grassy field.,1,AI-Generated,3,SD3,train
28954,A small plane is taking off from a grassy field.,1,AI-Generated,4,DALLE3,train
28955,A small plane is taking off from a grassy field.,1,AI-Generated,5,Midjourney,train
28956,a large airplane that is parked in a runway,0,Real,0,Real,train
28957,a large airplane that is parked in a runway,1,AI-Generated,1,SD21,train
28958,a large airplane that is parked in a runway,1,AI-Generated,2,SDXL,train
28959,a large airplane that is parked in a runway,1,AI-Generated,3,SD3,train
28960,a large airplane that is parked in a runway,1,AI-Generated,4,DALLE3,train
28961,a large airplane that is parked in a runway,1,AI-Generated,5,Midjourney,train
28962,An older woman walking behind a bus on a city street.,0,Real,0,Real,train
28963,An older woman walking behind a bus on a city street.,1,AI-Generated,1,SD21,train
28964,An older woman walking behind a bus on a city street.,1,AI-Generated,2,SDXL,train
28965,An older woman walking behind a bus on a city street.,1,AI-Generated,3,SD3,train
28966,An older woman walking behind a bus on a city street.,1,AI-Generated,4,DALLE3,train
28967,An older woman walking behind a bus on a city street.,1,AI-Generated,5,Midjourney,train
28968,A toilet in a bathroom next to a amp.,0,Real,0,Real,train
28969,A toilet in a bathroom next to a amp.,1,AI-Generated,1,SD21,train
28970,A toilet in a bathroom next to a amp.,1,AI-Generated,2,SDXL,train
28971,A toilet in a bathroom next to a amp.,1,AI-Generated,3,SD3,train
28972,A toilet in a bathroom next to a amp.,1,AI-Generated,4,DALLE3,train
28973,A toilet in a bathroom next to a amp.,1,AI-Generated,5,Midjourney,train
28974,A small bulding is lit up in the dark night.,0,Real,0,Real,train
28975,A small bulding is lit up in the dark night.,1,AI-Generated,1,SD21,train
28976,A small bulding is lit up in the dark night.,1,AI-Generated,2,SDXL,train
28977,A small bulding is lit up in the dark night.,1,AI-Generated,3,SD3,train
28978,A small bulding is lit up in the dark night.,1,AI-Generated,4,DALLE3,train
28979,A small bulding is lit up in the dark night.,1,AI-Generated,5,Midjourney,train
28980,An empty brown bench standing in a field next to a wooded area.,0,Real,0,Real,train
28981,An empty brown bench standing in a field next to a wooded area.,1,AI-Generated,1,SD21,train
28982,An empty brown bench standing in a field next to a wooded area.,1,AI-Generated,2,SDXL,train
28983,An empty brown bench standing in a field next to a wooded area.,1,AI-Generated,3,SD3,train
28984,An empty brown bench standing in a field next to a wooded area.,1,AI-Generated,4,DALLE3,train
28985,An empty brown bench standing in a field next to a wooded area.,1,AI-Generated,5,Midjourney,train
28986,Two blue buses are seen parked next to each other.,0,Real,0,Real,train
28987,Two blue buses are seen parked next to each other.,1,AI-Generated,1,SD21,train
28988,Two blue buses are seen parked next to each other.,1,AI-Generated,2,SDXL,train
28989,Two blue buses are seen parked next to each other.,1,AI-Generated,3,SD3,train
28990,Two blue buses are seen parked next to each other.,1,AI-Generated,4,DALLE3,train
28991,Two blue buses are seen parked next to each other.,1,AI-Generated,5,Midjourney,train
28992,Two giraffes in a outdoor shelter under a net.,0,Real,0,Real,train
28993,Two giraffes in a outdoor shelter under a net.,1,AI-Generated,1,SD21,train
28994,Two giraffes in a outdoor shelter under a net.,1,AI-Generated,2,SDXL,train
28995,Two giraffes in a outdoor shelter under a net.,1,AI-Generated,3,SD3,train
28996,Two giraffes in a outdoor shelter under a net.,1,AI-Generated,4,DALLE3,train
28997,Two giraffes in a outdoor shelter under a net.,1,AI-Generated,5,Midjourney,train
28998,Group of giraffes standing in a field eating and lounging. ,0,Real,0,Real,train
28999,Group of giraffes standing in a field eating and lounging. ,1,AI-Generated,1,SD21,train
29000,Group of giraffes standing in a field eating and lounging. ,1,AI-Generated,2,SDXL,train
29001,Group of giraffes standing in a field eating and lounging. ,1,AI-Generated,3,SD3,train
29002,Group of giraffes standing in a field eating and lounging. ,1,AI-Generated,4,DALLE3,train
29003,Group of giraffes standing in a field eating and lounging. ,1,AI-Generated,5,Midjourney,train
29004,Two bikers riding their bikes on the road stopped in front of the line. ,0,Real,0,Real,train
29005,Two bikers riding their bikes on the road stopped in front of the line. ,1,AI-Generated,1,SD21,train
29006,Two bikers riding their bikes on the road stopped in front of the line. ,1,AI-Generated,2,SDXL,train
29007,Two bikers riding their bikes on the road stopped in front of the line. ,1,AI-Generated,3,SD3,train
29008,Two bikers riding their bikes on the road stopped in front of the line. ,1,AI-Generated,4,DALLE3,train
29009,Two bikers riding their bikes on the road stopped in front of the line. ,1,AI-Generated,5,Midjourney,train
29010,Several vehicles wait for a toll arm to be raised. ,0,Real,0,Real,train
29011,Several vehicles wait for a toll arm to be raised. ,1,AI-Generated,1,SD21,train
29012,Several vehicles wait for a toll arm to be raised. ,1,AI-Generated,2,SDXL,train
29013,Several vehicles wait for a toll arm to be raised. ,1,AI-Generated,3,SD3,train
29014,Several vehicles wait for a toll arm to be raised. ,1,AI-Generated,4,DALLE3,train
29015,Several vehicles wait for a toll arm to be raised. ,1,AI-Generated,5,Midjourney,train
29016,a black toilet some toilet paper and brown tiles,0,Real,0,Real,train
29017,a black toilet some toilet paper and brown tiles,1,AI-Generated,1,SD21,train
29018,a black toilet some toilet paper and brown tiles,1,AI-Generated,2,SDXL,train
29019,a black toilet some toilet paper and brown tiles,1,AI-Generated,3,SD3,train
29020,a black toilet some toilet paper and brown tiles,1,AI-Generated,4,DALLE3,train
29021,a black toilet some toilet paper and brown tiles,1,AI-Generated,5,Midjourney,train
29022,An office desk holding multiple computers and various supplies.,0,Real,0,Real,train
29023,An office desk holding multiple computers and various supplies.,1,AI-Generated,1,SD21,train
29024,An office desk holding multiple computers and various supplies.,1,AI-Generated,2,SDXL,train
29025,An office desk holding multiple computers and various supplies.,1,AI-Generated,3,SD3,train
29026,An office desk holding multiple computers and various supplies.,1,AI-Generated,4,DALLE3,train
29027,An office desk holding multiple computers and various supplies.,1,AI-Generated,5,Midjourney,train
29028,A bathroom with a black and white checkered floor.,0,Real,0,Real,train
29029,A bathroom with a black and white checkered floor.,1,AI-Generated,1,SD21,train
29030,A bathroom with a black and white checkered floor.,1,AI-Generated,2,SDXL,train
29031,A bathroom with a black and white checkered floor.,1,AI-Generated,3,SD3,train
29032,A bathroom with a black and white checkered floor.,1,AI-Generated,4,DALLE3,train
29033,A bathroom with a black and white checkered floor.,1,AI-Generated,5,Midjourney,train
29034,A few jumbo jet planes parked in a waiting area of an airport.,0,Real,0,Real,train
29035,A few jumbo jet planes parked in a waiting area of an airport.,1,AI-Generated,1,SD21,train
29036,A few jumbo jet planes parked in a waiting area of an airport.,1,AI-Generated,2,SDXL,train
29037,A few jumbo jet planes parked in a waiting area of an airport.,1,AI-Generated,3,SD3,train
29038,A few jumbo jet planes parked in a waiting area of an airport.,1,AI-Generated,4,DALLE3,train
29039,A few jumbo jet planes parked in a waiting area of an airport.,1,AI-Generated,5,Midjourney,train
29040,a toilet sits in front of a bath tub,0,Real,0,Real,train
29041,a toilet sits in front of a bath tub,1,AI-Generated,1,SD21,train
29042,a toilet sits in front of a bath tub,1,AI-Generated,2,SDXL,train
29043,a toilet sits in front of a bath tub,1,AI-Generated,3,SD3,train
29044,a toilet sits in front of a bath tub,1,AI-Generated,4,DALLE3,train
29045,a toilet sits in front of a bath tub,1,AI-Generated,5,Midjourney,train
29046,a man in a uniform checking out the wreckage of a bus crash,0,Real,0,Real,train
29047,a man in a uniform checking out the wreckage of a bus crash,1,AI-Generated,1,SD21,train
29048,a man in a uniform checking out the wreckage of a bus crash,1,AI-Generated,2,SDXL,train
29049,a man in a uniform checking out the wreckage of a bus crash,1,AI-Generated,3,SD3,train
29050,a man in a uniform checking out the wreckage of a bus crash,1,AI-Generated,4,DALLE3,train
29051,a man in a uniform checking out the wreckage of a bus crash,1,AI-Generated,5,Midjourney,train
29052,A street with people and cows walking down it.,0,Real,0,Real,train
29053,A street with people and cows walking down it.,1,AI-Generated,1,SD21,train
29054,A street with people and cows walking down it.,1,AI-Generated,2,SDXL,train
29055,A street with people and cows walking down it.,1,AI-Generated,3,SD3,train
29056,A street with people and cows walking down it.,1,AI-Generated,4,DALLE3,train
29057,A street with people and cows walking down it.,1,AI-Generated,5,Midjourney,train
29058,Cats in a bathroom playing with the toilet paper,0,Real,0,Real,train
29059,Cats in a bathroom playing with the toilet paper,1,AI-Generated,1,SD21,train
29060,Cats in a bathroom playing with the toilet paper,1,AI-Generated,2,SDXL,train
29061,Cats in a bathroom playing with the toilet paper,1,AI-Generated,3,SD3,train
29062,Cats in a bathroom playing with the toilet paper,1,AI-Generated,4,DALLE3,train
29063,Cats in a bathroom playing with the toilet paper,1,AI-Generated,5,Midjourney,train
29064,A close-up of a television on white wall.,0,Real,0,Real,train
29065,A close-up of a television on white wall.,1,AI-Generated,1,SD21,train
29066,A close-up of a television on white wall.,1,AI-Generated,2,SDXL,train
29067,A close-up of a television on white wall.,1,AI-Generated,3,SD3,train
29068,A close-up of a television on white wall.,1,AI-Generated,4,DALLE3,train
29069,A close-up of a television on white wall.,1,AI-Generated,5,Midjourney,train
29070,Two people ride on a motorcycle on a street. ,0,Real,0,Real,train
29071,Two people ride on a motorcycle on a street. ,1,AI-Generated,1,SD21,train
29072,Two people ride on a motorcycle on a street. ,1,AI-Generated,2,SDXL,train
29073,Two people ride on a motorcycle on a street. ,1,AI-Generated,3,SD3,train
29074,Two people ride on a motorcycle on a street. ,1,AI-Generated,4,DALLE3,train
29075,Two people ride on a motorcycle on a street. ,1,AI-Generated,5,Midjourney,train
29076,A toilet with an object hanging off of it.,0,Real,0,Real,train
29077,A toilet with an object hanging off of it.,1,AI-Generated,1,SD21,train
29078,A toilet with an object hanging off of it.,1,AI-Generated,2,SDXL,train
29079,A toilet with an object hanging off of it.,1,AI-Generated,3,SD3,train
29080,A toilet with an object hanging off of it.,1,AI-Generated,4,DALLE3,train
29081,A toilet with an object hanging off of it.,1,AI-Generated,5,Midjourney,train
29082,A fighter is jet flying through the clouds,0,Real,0,Real,train
29083,A fighter is jet flying through the clouds,1,AI-Generated,1,SD21,train
29084,A fighter is jet flying through the clouds,1,AI-Generated,2,SDXL,train
29085,A fighter is jet flying through the clouds,1,AI-Generated,3,SD3,train
29086,A fighter is jet flying through the clouds,1,AI-Generated,4,DALLE3,train
29087,A fighter is jet flying through the clouds,1,AI-Generated,5,Midjourney,train
29088,Two giraffe standing next to each other near  brick building.,0,Real,0,Real,train
